App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Sentiment_Polarity,Sentiment_Subjectivity
Homesnap Real Estate & Rentals,HOUSE_AND_HOME,4.3,3834.0,30.0,500000,Free,0.0,Everyone,House & Home,"July 31, 2018",5.20.38,4.2 and up,0.27684800170068025,0.47902116402116407
Aviary Effects: Classic,LIBRARIES_AND_DEMO,3.8,67007.0,0.2265625,5000000,Free,0.0,Everyone,Libraries & Demo,"March 6, 2013",1.2.0,2.2 and up,0.10624119358661768,0.538079149507721
Chakra Cleansing,LIBRARIES_AND_DEMO,4.6,539.0,99.0,50000,Free,0.0,Everyone,Libraries & Demo,"August 2, 2018",7.0,4.0.3 and up,0.42473518668831167,0.5723406385281385
Aviary Stickers: Free Pack,LIBRARIES_AND_DEMO,3.5,126862.0,0.609375,10000000,Free,0.0,Everyone,Libraries & Demo,"January 17, 2012",1.0,2.2 and up,0.0658285525785526,0.6725140465140466
Binaural Beats Meditation,LIBRARIES_AND_DEMO,4.3,411.0,95.0,50000,Free,0.0,Everyone,Libraries & Demo,"June 8, 2018",5.0,4.0.3 and up,0.35351810515873017,0.5643201884920634
Essential Resources,LIBRARIES_AND_DEMO,4.6,237.0,0.00830078125,50000,Free,0.0,Everyone,Libraries & Demo,"September 27, 2017",1.02,7.1 and up,0.28141962312860747,0.48453513558201056
Apk Installer,LIBRARIES_AND_DEMO,3.8,7750.0,0.28515625,1000000,Free,0.0,Everyone,Libraries & Demo,"June 29, 2011",1.0,1.6 and up,0.19391694725028058,0.4882034632034632
Cool Popular Ringtones 2018 🔥,LIBRARIES_AND_DEMO,4.5,60170.0,28.0,1000000,Free,0.0,Everyone,Libraries & Demo,"July 13, 2018",2.4,5.0 and up,0.20348488136574072,0.571494708994709
Barcode Scanner,LIBRARIES_AND_DEMO,4.2,3945.0,9.4,500000,Free,0.0,Everyone,Libraries & Demo,"January 9, 2018",4.2.2,3.2 and up,0.38627013377013375,0.4835820560820561
EyeCloud,LIBRARIES_AND_DEMO,3.1,1267.0,55.0,100000,Free,0.0,Everyone,Libraries & Demo,"August 2, 2018",5.1.2,4.4 and up,0.11717855447022113,0.3554406601628824
Easy Hair Style Design,LIFESTYLE,4.3,601.0,5.1,100000,Free,0.0,Everyone,Lifestyle,"December 20, 2017",1.0,2.3 and up,0.4902037037037037,0.554462962962963
Easy Makeup Tutorials,LIFESTYLE,4.3,7287.0,5.0,1000000,Free,0.0,Everyone,Lifestyle,"November 3, 2016",1.0,2.3 and up,0.2819713754609588,0.42436317540484203
Horoscopes – Daily Zodiac Horoscope and Astrology,LIFESTYLE,4.6,161143.0,11.0,10000000,Free,0.0,Everyone 10+,Lifestyle,"June 25, 2018",5.2.4(881),4.0.3 and up,0.2643148577612863,0.40594568130282416
Entel,LIFESTYLE,3.2,16168.0,55.0,1000000,Free,0.0,Everyone,Lifestyle,"July 26, 2018",2.2.9,4.0.3 and up,0.018577117327117344,0.33131373256373253
Diary with lock,LIFESTYLE,4.6,815893.0,4.4,10000000,Free,0.0,Everyone,Lifestyle,"June 30, 2018",4.90,4.1 and up,0.2837633405132804,0.568277521195691
FOSSIL Q: DESIGN YOUR DIAL,LIFESTYLE,4.3,985.0,16.0,500000,Free,0.0,Everyone,Lifestyle,"May 31, 2018",3.7,7.0 and up,0.2397669880624426,0.33451561065197427
Family Locator - GPS Tracker,LIFESTYLE,4.4,726074.0,45.0,10000000,Free,0.0,Everyone,Lifestyle,"August 2, 2018",16.7.1,4.4 and up,0.35857535238513494,0.5448769579856536
HTC Speak,LIFESTYLE,3.5,6145.0,13.0,10000000,Free,0.0,Everyone,Lifestyle,"June 30, 2016",8.00.775375,5.0 and up,0.0041057206682206535,0.3343441435108102
H&M,LIFESTYLE,3.7,41941.0,14.0,10000000,Free,0.0,Everyone,Lifestyle,"July 30, 2018",9.6.3,4.4 and up,0.02447295645212312,0.5764898448231781
Anime Avatar Creator: Make Your Own Avatar,LIFESTYLE,4.2,10944.0,36.0,1000000,Free,0.0,Everyone,Lifestyle,"June 15, 2018",2.0,4.1 and up,0.20215771508819977,0.5931982912212505
Beautiful Design Birthday Cake,LIFESTYLE,4.3,665.0,3.0,500000,Free,0.0,Everyone,Lifestyle,"August 4, 2018",2.0,2.3 and up,0.2703075396825396,0.519702380952381
H Pack,LIFESTYLE,4.3,9412.0,1.7,1000000,Free,0.0,Everyone,Lifestyle,"December 17, 2016",1.5.1,4.0.3 and up,0.10824242424242422,0.37940877525252525
Fashion in Vogue,LIFESTYLE,3.8,1797.0,6.8,100000,Free,0.0,Everyone,Lifestyle,"September 27, 2016",2.0,4.3 and up,0.05532565701260391,0.34800007023458346
Big Days - Events Countdown,LIFESTYLE,4.6,39724.0,9.7,1000000,Free,0.0,Everyone,Lifestyle,"June 29, 2018",Varies with device,Varies with device,0.28541372721928276,0.4996270576131687
DIY Garden Ideas,LIFESTYLE,4.1,3309.0,13.0,500000,Free,0.0,Everyone,Lifestyle,"August 5, 2018",10.0,4.0 and up,0.4440441176470588,0.6164950980392156
Brit + Co,LIFESTYLE,3.9,987.0,4.5,10000,Free,0.0,Everyone,Lifestyle,"August 29, 2017",2.0.4,4.0 and up,0.12312466179653678,0.5189175234487734
Homestyler Interior Design & Decorating Ideas,LIFESTYLE,4.1,78298.0,29.0,5000000,Free,0.0,Everyone,Lifestyle,"August 2, 2018",3.1.2.1,4.1 and up,0.1756305397541127,0.46706982799765306
Etta Homes,LIFESTYLE,4.2,220.0,15.0,50000,Free,0.0,Everyone,Lifestyle,"July 26, 2018",9.1.0,5.0 and up,0.34462250712250714,0.49577991452991454
Home Scouting® MLS Mobile,LIFESTYLE,4.3,1533.0,7.7,100000,Free,0.0,Everyone,Lifestyle,"September 27, 2016",2.2.6,2.2 and up,0.09093580898268398,0.36908837256493504
Housing-Real Estate & Property,LIFESTYLE,4.1,28301.0,9.7,1000000,Free,0.0,Everyone,Lifestyle,"July 13, 2018",12.1.0,4.1 and up,-0.021426982409125262,0.37853153129938844
Bed Time Fan - White Noise Sleep Sounds,LIFESTYLE,4.5,10097.0,7.5,500000,Free,0.0,Everyone,Lifestyle,"April 26, 2018",1.2,4.0 and up,0.78125,0.6
7 Day Food Journal Challenge,LIFESTYLE,4.5,3346.0,14.0,100000,Free,0.0,Teen,Lifestyle,"March 8, 2017",3.6.3,4.0.3 and up,0.18941137566137567,0.6002028218694886
Candy Crush Saga,GAME,4.4,22426677.0,74.0,500000000,Free,0.0,Everyone,Casual,"July 5, 2018",1.129.0.2,4.1 and up,0.03106786541005292,0.45629279100529097
Bubble Shooter,GAME,4.5,148897.0,46.0,10000000,Free,0.0,Everyone,Casual,"July 17, 2018",1.20.1,4.0.3 and up,0.2536763602776534,0.5156595926423513
Hello Kitty Nail Salon,GAME,4.2,369203.0,24.0,50000000,Free,0.0,Everyone,Casual;Pretend Play,"April 17, 2018",1.5,4.1 and up,0.057448088948088935,0.517986901986902
Clash Royale,GAME,4.6,23133508.0,97.0,100000000,Free,0.0,Everyone 10+,Strategy,"June 27, 2018",2.3.2,4.1 and up,0.06915710869708802,0.48923595085873556
Helix Jump,GAME,4.2,1497361.0,33.0,100000000,Free,0.0,Everyone,Action,"April 9, 2018",1.0.6,4.1 and up,0.09966548025873484,0.4872210639607329
Block Puzzle,GAME,4.6,59800.0,7.8,5000000,Free,0.0,Everyone,Puzzle,"March 6, 2018",2.9,2.3 and up,0.035221354404960235,0.5367871126316935
Angry Birds Rio,GAME,4.4,2610526.0,46.0,100000000,Free,0.0,Everyone,Arcade,"July 3, 2018",2.6.9,4.1 and up,-0.038924252279907035,0.4715201068772497
Candy Crush Soda Saga,GAME,4.4,6198563.0,67.0,100000000,Free,0.0,Everyone,Casual,"July 10, 2018",1.118.4,4.1 and up,-0.057079365716447526,0.48132998930374143
Clash of Clans,GAME,4.6,44891723.0,98.0,100000000,Free,0.0,Everyone 10+,Strategy,"July 15, 2018",10.322.16,4.1 and up,0.03675568156290556,0.5339562645447385
Block Puzzle Classic Legend !,GAME,4.2,17039.0,4.9,5000000,Free,0.0,Everyone,Puzzle,"April 13, 2018",2.9,2.3.3 and up,0.15090698653198653,0.5360595538720538
8 Ball Pool,GAME,4.5,14198297.0,52.0,100000000,Free,0.0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up,0.0012520071606734009,0.4913517369146038
Bubble Witch 3 Saga,GAME,4.7,1732263.0,78.0,50000000,Free,0.0,Everyone,Puzzle,"July 17, 2018",4.8.4,3.0 and up,0.06538467779287191,0.5379182096492003
Granny,GAME,4.5,1135631.0,59.0,50000000,Free,0.0,Teen,Arcade,"May 29, 2018",1.4.0.1,4.0 and up,0.06462316388125873,0.5562993347603944
Angry Birds Classic,GAME,4.4,5566669.0,97.0,100000000,Free,0.0,Everyone,Arcade,"May 24, 2018",7.9.3,4.1 and up,-0.007537394764251821,0.5348862663965559
Flow Free,GAME,4.3,1295557.0,11.0,100000000,Free,0.0,Everyone,Puzzle,"April 11, 2018",4.0,4.1 and up,0.07076862709337588,0.5201833408656908
Fishdom,GAME,4.6,2157930.0,40.0,10000000,Free,0.0,Everyone,Puzzle,"July 19, 2018",2.21.5,4.0.3 and up,0.0595148493038343,0.5635105308518095
Galaxy Attack: Alien Shooter,GAME,4.6,506275.0,40.0,10000000,Free,0.0,Everyone,Arcade,"August 1, 2018",5.66,4.1 and up,0.07728975087930309,0.4665821806717329
Bubble Shooter 2,GAME,4.3,23005.0,40.0,5000000,Free,0.0,Everyone,Arcade,"July 25, 2018",3.5,4.1 and up,0.28484848484848485,0.5234848484848486
Barbie™ Fashion Closet,GAME,4.1,68057.0,85.0,10000000,Free,0.0,Everyone,Casual;Creativity,"July 30, 2018",1.3.7,4.1 and up,0.048600288600288595,0.47649350649350647
Candy Crush Jelly Saga,GAME,4.3,1300490.0,78.0,50000000,Free,0.0,Everyone,Puzzle,"July 20, 2018",2.1.10,4.0 and up,-0.09233435751843284,0.4811245660731962
Hill Climb Racing,GAME,4.4,8923587.0,63.0,100000000,Free,0.0,Everyone,Racing,"July 2, 2018",1.37.2,4.2 and up,0.09099915000988382,0.49867449971988176
Gardenscapes,GAME,4.6,4128732.0,40.0,50000000,Free,0.0,Everyone,Casual,"July 13, 2018",2.6.2,4.0.3 and up,0.019585137969696343,0.5014648140223873
Farm Heroes Saga,GAME,4.4,7614130.0,70.0,100000000,Free,0.0,Everyone,Casual,"July 26, 2018",5.1.8,2.3 and up,-0.011810531860815964,0.44443435327298964
Cut the Rope FULL FREE,GAME,4.4,2123381.0,49.0,100000000,Free,0.0,Everyone,Puzzle,"July 5, 2018",3.7.2,4.1 and up,0.013067753887269178,0.5702711808929921
Cooking Fever,GAME,4.5,3197865.0,82.0,100000000,Free,0.0,Everyone,Arcade,"July 12, 2018",2.8.0,4.0.3 and up,-0.042331442605593655,0.47786459601464903
Garena Free Fire,GAME,4.5,5465624.0,53.0,100000000,Free,0.0,Teen,Action,"August 3, 2018",1.21.0,4.0.3 and up,0.071157869556908,0.4941331211427365
Bowmasters,GAME,4.7,1534466.0,40.0,50000000,Free,0.0,Teen,Action,"July 23, 2018",2.12.5,4.1 and up,0.06141544934739928,0.5005483488208554
Dream League Soccer 2018,GAME,4.6,9882639.0,74.0,100000000,Free,0.0,Everyone,Sports,"July 16, 2018",5.064,4.4 and up,-0.0005180776014110008,0.483123897707231
Fruits Bomb,GAME,4.4,74673.0,17.0,10000000,Free,0.0,Everyone,Casual,"July 6, 2018",3.3.3179,4.0.3 and up,0.20532335280753003,0.5306104619712214
Hill Climb Racing 2,GAME,4.6,2750410.0,40.0,100000000,Free,0.0,Everyone,Racing,"August 2, 2018",1.17.2,4.2 and up,0.16214076741018374,0.47632809515851793
Farm Fruit Pop: Party Time,GAME,4.4,9305.0,14.0,1000000,Free,0.0,Everyone,Casual,"August 2, 2018",1.9.2,4.0.3 and up,0.16502772177419353,0.47051459293394776
Color by Number – New Coloring Book,GAME,4.7,141529.0,24.0,5000000,Free,0.0,Everyone 10+,Board,"August 1, 2018",2.0.6,4.1 and up,0.16885633604383601,0.5402294533544533
Extreme Car Driving Simulator,GAME,4.3,2251012.0,52.0,100000000,Free,0.0,Everyone,Racing,"May 3, 2018",4.17.2,4.0 and up,-0.07361111111111115,0.4527777777777777
Color Road,GAME,4.1,84911.0,71.0,10000000,Free,0.0,Everyone,Arcade,"July 19, 2018",2.5.0,4.1 and up,-0.05935675703532847,0.45401725705297136
Draw In,GAME,4.2,46416.0,73.0,10000000,Free,0.0,Everyone,Arcade,"July 23, 2018",1.0.8,4.1 and up,-0.1341666666666666,0.5825
Baseball Boy!,GAME,3.4,148177.0,78.0,10000000,Free,0.0,Everyone,Arcade,"July 27, 2018",1.7.2,4.1 and up,0.012272397197141398,0.4744802114272896
Episode - Choose Your Story,GAME,4.3,1841061.0,40.0,50000000,Free,0.0,Teen,Simulation,"July 31, 2018",Varies with device,Varies with device,0.08027377437170963,0.4811471465662314
Hello Stars,GAME,4.6,101686.0,31.0,10000000,Free,0.0,Everyone,Puzzle,"August 4, 2018",1.8.2,4.1 and up,0.16833037194977493,0.4964208718313196
Flip the Gun - Simulator Game,GAME,4.2,195558.0,86.0,10000000,Free,0.0,Everyone,Arcade,"July 26, 2018",1.2,5.0 and up,-0.008393065268065292,0.47298784548784545
Harry Potter: Hogwarts Mystery,GAME,4.4,1107310.0,40.0,10000000,Free,0.0,Teen,Adventure,"August 1, 2018",1.8.2,4.4 and up,0.057560539508836786,0.4856774694112312
Grim Soul: Dark Fantasy Survival,GAME,4.5,189773.0,95.0,5000000,Free,0.0,Teen,Role Playing,"July 18, 2018",1.1.1,4.1 and up,0.05230612867822011,0.5017646990789126
DRAGON BALL LEGENDS,GAME,4.6,337752.0,48.0,5000000,Free,0.0,Teen,Action,"August 3, 2018",1.11.0,6.0 and up,0.0995493397768312,0.5191072965821683
Disney Heroes: Battle Mode,GAME,4.6,102107.0,40.0,5000000,Free,0.0,Everyone 10+,Strategy,"July 31, 2018",1.2.2,Varies with device,-0.005000000000000001,0.35833333333333334
Homescapes,GAME,4.6,3093358.0,40.0,10000000,Free,0.0,Everyone,Casual,"July 13, 2018",1.8.0.900,4.0.3 and up,0.038252643863011755,0.5245812840784173
Hero Hunters,GAME,4.4,70747.0,99.0,5000000,Free,0.0,Teen,Action,"July 31, 2018",1.7,4.4 and up,-0.021667189003126506,0.5063131914381914
Cooking Madness - A Chef's Restaurant Games,GAME,4.7,358817.0,49.0,10000000,Free,0.0,Everyone,Arcade,"July 30, 2018",1.2.2,4.1 and up,0.013550644982006574,0.5167562877384306
Dino War: Rise of Beasts,GAME,4.1,18996.0,81.0,1000000,Free,0.0,Teen,Strategy,"August 1, 2018",1.5.2,4.1 and up,0.059137009742168456,0.45208500824572256
Guns of Glory,GAME,4.0,120592.0,77.0,10000000,Free,0.0,Everyone 10+,Strategy,"July 31, 2018",2.0.2,4.0.3 and up,-0.1420604256854257,0.5351874996145829
Final Fantasy XV: A New Empire,GAME,4.0,484981.0,40.0,10000000,Free,0.0,Everyone 10+,Strategy,"June 15, 2018",3.30.4.83,4.1 and up,-0.023527279180463653,0.511339249742269
Chapters: Interactive Stories,GAME,4.5,73539.0,96.0,1000000,Free,0.0,Mature 17+,Role Playing,"August 2, 2018",1.3.3,4.3 and up,0.14904506568386022,0.5032795723384645
Honkai Impact 3rd,GAME,4.7,59017.0,82.0,1000000,Free,0.0,Teen,Action,"July 3, 2018",2.2.1,4.3 and up,0.10148298021520948,0.5235471409602994
Farming Simulator 18,GAME,4.5,18125.0,15.0,100000,Paid,4.99,Everyone,Simulation;Education,"July 9, 2018",Varies with device,4.4 and up,0.06446713240463238,0.49332987151737157
Call of Duty:Black Ops Zombies,GAME,4.2,13004.0,46.0,100000,Paid,6.99,Teen,Action,"December 20, 2016",1.0.11,2.3.3 and up,-0.16211950231481478,0.442716049382716
Angry Birds 2,GAME,4.6,3883589.0,57.0,100000000,Free,0.0,Everyone,Casual,"July 26, 2018",2.21.1,4.1 and up,0.002282199760648026,0.49623943585150476
Fallout Shelter,GAME,4.6,2719142.0,25.0,10000000,Free,0.0,Teen,Simulation,"June 11, 2018",1.13.12,4.1 and up,0.17023214882331378,0.5136060292384971
Best Fiends - Free Puzzle Game,GAME,4.6,1480189.0,40.0,10000000,Free,0.0,Everyone,Casual,"August 2, 2018",5.8.1,Varies with device,0.3249999999999999,0.5375
Choices: Stories You Play,GAME,4.6,807338.0,93.0,10000000,Free,0.0,Teen,Simulation,"July 30, 2018",2.3.5,4.0.3 and up,0.03367840233861161,0.52632837418782
Game of Thrones: Conquest™,GAME,4.0,90218.0,97.0,1000000,Free,0.0,Teen,Strategy,"August 3, 2018",1.8.225278,6.0 and up,0.1988888888888889,0.44722222222222224
FINAL FANTASY BRAVE EXVIUS,GAME,4.6,745684.0,83.0,5000000,Free,0.0,Teen,Role Playing,"July 17, 2018",3.0.2,4.0.3 and up,0.07081548550701007,0.5314801504552734
Fate/Grand Order (English),GAME,4.4,16601.0,55.0,500000,Free,0.0,Teen,Role Playing,"July 26, 2018",1.18.0,4.0 and up,0.06088093070124321,0.5285510635198135
Dungeon Hunter Champions: Epic Online Action RPG,GAME,4.2,26247.0,40.0,1000000,Free,0.0,Teen,Role Playing,"July 26, 2018",1.1.40,4.0.3 and up,-0.034255807849557854,0.48827825167557315
Doodle Jump,GAME,4.3,1083571.0,40.0,50000000,Free,0.0,Everyone,Arcade,"July 20, 2018",Varies with device,Varies with device,0.11363000290604457,0.5181851050184384
Crossy Road,GAME,4.5,4230886.0,60.0,100000000,Free,0.0,Everyone,Action,"August 1, 2018",3.1.0,5.0 and up,0.21585128145848675,0.5298473893553813
Dude Perfect 2,GAME,4.5,401425.0,70.0,10000000,Free,0.0,Everyone,Action,"April 12, 2017",1.6.1,4.0.3 and up,0.1169023559743807,0.5357966279447627
Alto's Adventure,GAME,4.6,515657.0,63.0,10000000,Free,0.0,Everyone,Action,"June 5, 2018",1.7.1,4.0 and up,0.03982694182829145,0.5261316988814583
DEER HUNTER 2018,GAME,4.3,955656.0,82.0,10000000,Free,0.0,Teen,Action,"June 26, 2018",5.1.2,3.0 and up,-0.3833333333333333,0.4333333333333333
DEAD TARGET: FPS Zombie Apocalypse Survival Games,GAME,4.5,1468591.0,40.0,50000000,Free,0.0,Mature 17+,Action,"July 23, 2018",Varies with device,Varies with device,0.06681826118326117,0.4852570346320346
Anger of stick 5 : zombie,GAME,4.5,549039.0,23.0,50000000,Free,0.0,Teen,Action,"August 3, 2018",1.1.5,2.3 and up,0.11944444444444441,0.5027777777777778
CATS: Crash Arena Turbo Stars,GAME,4.7,1559650.0,40.0,50000000,Free,0.0,Everyone,Action,"July 9, 2018",2.11.1,4.1 and up,0.028953154691858055,0.500371594394243
DINO HUNTER: DEADLY SHORES,GAME,4.4,1381820.0,54.0,10000000,Free,0.0,Teen,Action,"March 14, 2017",3.1.1,3.0 and up,0.022312567688483907,0.5055597754758974
Extreme Match,GAME,4.5,696.0,40.0,100000,Free,0.0,Everyone,Action,"July 5, 2018",1.1.7,4.1 and up,0.19446454876142374,0.46685135080968415
Agar.io,GAME,4.2,3816799.0,32.0,100000000,Free,0.0,Everyone,Action,"July 23, 2018",2.2.8,4.0.3 and up,-0.06060223338072603,0.45973048669739847
Battlelands Royale,GAME,4.4,105620.0,61.0,1000000,Free,0.0,Everyone 10+,Action,"July 16, 2018",0.5.8,4.1 and up,0.040406194848324126,0.5142119465462056
Arrow.io,GAME,4.5,343263.0,40.0,10000000,Free,0.0,Everyone 10+,Action,"August 6, 2018",1.2.6,4.0.3 and up,0.08073817355889723,0.45664369256474513
BEYBLADE BURST app,GAME,4.5,216849.0,40.0,10000000,Free,0.0,Everyone,Action;Action & Adventure,"July 16, 2018",Varies with device,Varies with device,-0.01392739590656258,0.4690503362378362
Dragon Hills,GAME,4.5,354373.0,66.0,10000000,Free,0.0,Everyone 10+,Action,"October 12, 2017",1.2.7,4.1 and up,0.040340518278018246,0.5521841287019859
DC Super Hero Girls™,GAME,4.3,43055.0,95.0,5000000,Free,0.0,Everyone,Action;Action & Adventure,"June 29, 2018",2.8.0,4.0 and up,0.33400902406417116,0.5733266488413546
Dinosaur Simulator: Dino World,GAME,4.0,26649.0,66.0,5000000,Free,0.0,Teen,Action,"August 5, 2018",1.2,4.2 and up,-0.01314102564102564,0.40544871794871795
GUNSHIP BATTLE: Helicopter 3D,GAME,4.3,2151039.0,75.0,50000000,Free,0.0,Teen,Action,"August 1, 2018",2.6.61,4.0.3 and up,0.02222591795753969,0.45793083900226755
Bubble Shooter Genies,GAME,4.5,26985.0,41.0,5000000,Free,0.0,Everyone,Casual,"June 4, 2018",1.9.1,4.0.3 and up,0.04798845598845597,0.529732683982684
Blossom Blast Saga,GAME,4.5,1125438.0,63.0,10000000,Free,0.0,Everyone,Casual,"July 5, 2018",57.0.8,4.0.3 and up,0.005714461079044404,0.5138021835417669
Candy Bomb,GAME,4.4,42145.0,20.0,10000000,Free,0.0,Everyone,Casual;Brain Games,"July 4, 2018",2.9.3181,4.0.3 and up,0.3274031986531986,0.6062394781144781
Gems or jewels ?,GAME,4.7,171448.0,13.0,10000000,Free,0.0,Teen,Puzzle,"August 3, 2018",1.0.109,4.0 and up,0.14020820036445036,0.43863784363784364
Fruit Block - Puzzle Legend,GAME,4.6,125647.0,33.0,10000000,Free,0.0,Everyone,Casual,"July 23, 2018",60,4.1 and up,-0.1833333333333333,0.3777777777777777
Bubble Shooter Space,GAME,4.2,4355.0,40.0,1000000,Free,0.0,Everyone,Casual,"July 17, 2017",1.6,2.3 and up,0.18493055555555551,0.4974305555555556
1LINE – One Line with One Touch,GAME,4.6,214878.0,10.0,10000000,Free,0.0,Everyone,Board,"August 3, 2018",2.0.4,4.1 and up,0.19629029961266803,0.5573153053087264
Dog Run - Pet Dog Simulator,GAME,4.7,48615.0,24.0,10000000,Free,0.0,Everyone,Simulation;Action & Adventure,"May 22, 2018",1.4.12,4.1 and up,0.13709855403348553,0.5067884322678843
Coloring & Learn,FAMILY,4.4,12753.0,51.0,5000000,Free,0.0,Everyone,Educational;Creativity,"July 17, 2018",1.49,4.0.3 and up,0.41382226874003186,0.6094258373205742
Educational Games 4 Kids,FAMILY,4.3,11618.0,39.0,5000000,Free,0.0,Everyone,Educational;Education,"April 3, 2018",2.4,4.1 and up,0.1943595257082099,0.4732344117870434
Candy Pop Story,FAMILY,4.7,12948.0,23.0,1000000,Free,0.0,Everyone,Casual;Brain Games,"May 24, 2018",2.0.3165,2.3 and up,0.04241514756944442,0.47871180555555554
Candy Smash,FAMILY,4.5,11436.0,15.0,1000000,Free,0.0,Everyone,Casual;Brain Games,"April 17, 2018",2.2.3169,4.0.3 and up,0.1572673611111111,0.5162118055555556
Happy Fruits Bomb - Cube Blast,FAMILY,4.5,2150.0,20.0,500000,Free,0.0,Everyone,Casual;Brain Games,"February 1, 2018",1.0.3122,4.0.3 and up,0.023922799422799405,0.45399134199134195
Baby Panda Care,FAMILY,4.2,108795.0,49.0,10000000,Free,0.0,Everyone,Educational;Pretend Play,"June 15, 2018",8.25.10.00,4.0.3 and up,0.17201893939393936,0.5404242424242424
Baby puzzles,FAMILY,4.3,11950.0,19.0,5000000,Free,0.0,Everyone,Educational;Education,"July 12, 2018",6.1,4.0.3 and up,0.07949984276689925,0.5072541012452412
Garden Fruit Legend,FAMILY,4.6,4289.0,33.0,500000,Free,0.0,Everyone,Casual;Brain Games,"July 31, 2018",3.5.3183,4.0.3 and up,0.24278846153846154,0.5757478632478632
Candy Day,FAMILY,4.5,11716.0,48.0,1000000,Free,0.0,Everyone,Casual;Brain Games,"August 3, 2018",8.4.3180,4.0 and up,0.19246436403508768,0.4739181286549708
ABC Kids - Tracing & Phonics,FAMILY,4.5,36606.0,20.0,10000000,Free,0.0,Everyone,Educational;Education,"June 22, 2018",Varies with device,4.0 and up,0.36777017277017277,0.5095799695799695
Barbie Magical Fashion,FAMILY,4.0,328619.0,15.0,10000000,Free,0.0,Everyone,Casual;Creativity,"October 6, 2017",2.2,4.1 and up,0.08473276471512356,0.5782083847305621
Farming Simulator 14,FAMILY,4.5,530854.0,51.0,10000000,Free,0.0,Everyone,Simulation;Action & Adventure,"July 17, 2017",1.4.4,2.3.3 and up,0.05812792225476048,0.48741907874260815
Educational Games for Kids,FAMILY,4.5,7050.0,24.0,1000000,Free,0.0,Everyone,Educational;Education,"May 27, 2018",2.0,4.0 and up,0.3065564373897707,0.5136640211640212
Hot Wheels: Race Off,FAMILY,4.5,520609.0,20.0,10000000,Free,0.0,Everyone,Racing;Action & Adventure,"June 28, 2018",Varies with device,4.4 and up,-0.008838897907647945,0.49031547919672913
Baby Tiger Care - My Cute Virtual Pet Friend,FAMILY,4.5,432.0,63.0,100000,Free,0.0,Everyone 10+,Educational;Education,"July 27, 2018",1.0.89,4.4 and up,0.19518518518518518,0.36296296296296293
DisneyNOW – TV Shows & Games,FAMILY,4.3,82471.0,20.0,5000000,Free,0.0,Everyone,Entertainment;Music & Video,"July 5, 2018",Varies with device,4.4 and up,0.2039919593979968,0.5351162186054476
Drawing for Kids Learning Games for Toddlers age 3,FAMILY,4.6,29436.0,43.0,1000000,Free,0.0,Everyone,Educational;Education,"March 21, 2018",2.0.5.0,4.1 and up,0.3866666666666666,0.5466666666666667
Baby Panda’s Juice Shop,FAMILY,4.5,19230.0,45.0,5000000,Free,0.0,Everyone,Educational;Brain Games,"July 12, 2018",8.25.10.01,4.0.3 and up,0.10833333333333328,0.4916666666666667
Dr. Panda Restaurant 3,FAMILY,4.2,11126.0,91.0,1000000,Free,0.0,Everyone,Educational;Pretend Play,"March 23, 2018",1.6.4,4.1 and up,-0.09746777119938886,0.5161196258806553
Baby ABC in box! Kids alphabet games for toddlers!,FAMILY,4.6,9652.0,53.0,1000000,Free,0.0,Everyone,Educational;Education,"July 16, 2018",2.0.7.4,4.1 and up,0.28577512577512576,0.4947191022191022
Happy Street,FAMILY,4.5,110877.0,20.0,1000000,Free,0.0,Everyone 10+,Casual;Action & Adventure,"March 28, 2018",Varies with device,Varies with device,0.053588817866161605,0.5082602813852813
Dr. Panda Town: Vacation,FAMILY,3.8,10366.0,78.0,1000000,Free,0.0,Everyone,Education;Pretend Play,"July 24, 2018",1.2.1,4.1 and up,0.09280715004396645,0.4862867192331478
Fuzzy Seasons: Animal Forest,FAMILY,4.8,12137.0,63.0,100000,Free,0.0,Everyone 10+,Simulation;Pretend Play,"August 6, 2018",149,4.1 and up,0.16893322575242212,0.5792567683639112
Basketball FRVR - Shoot the Hoop and Slam Dunk!,FAMILY,4.5,4076.0,20.0,100000,Free,0.0,Everyone,Sports;Action & Adventure,"August 1, 2018",1.3.3,4.1 and up,0.1024642857142857,0.4600272108843538
Extreme Racing 2 - Real driving RC cars game!,FAMILY,4.3,4207.0,93.0,500000,Free,0.0,Everyone,Racing;Action & Adventure,"August 31, 2017",1.1.9,4.1 and up,0.02366732804232804,0.4190608465608465
Disney Magic Kingdoms: Build Your Own Magical Park,FAMILY,4.3,472584.0,91.0,10000000,Free,0.0,Everyone,Simulation;Action & Adventure,"August 2, 2018",3.2.0h,4.0.3 and up,0.08702965526958688,0.4842235681407414
Equestria Girls,FAMILY,4.3,392596.0,53.0,10000000,Free,0.0,Everyone,Role Playing;Action & Adventure,"July 22, 2016",37893,4.0 and up,0.04380837742165866,0.550960435543769
Doctor Pets,FAMILY,4.2,23060.0,21.0,1000000,Free,0.0,Everyone,Educational;Education,"July 26, 2018",1.19,4.1 and up,0.16880208333333332,0.5141666666666667
